date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:06:14	75814/75814	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Oct%202025%2011:06:14%20GMT	https://namor-ia.com/plans/	C:/Meus%20Sites/IA-4/namor-ia.com/plans/index.html	(from )
08:06:14	109/109	---M-Z	200	added ('OK')	text/plain	date:Mon,%2006%20Oct%202025%2011:06:14%20GMT	https://namor-ia.com/robots.txt		(from )
08:06:15	5456/5456	---M-Z	200	added ('OK')	text/css	etag:%221550-686c22f9-d1723d7fb16b8b75;gz%22	https://namor-ia.com/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.4	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/themes/hello-elementor/assets/css/resetedb1.css	(from https://namor-ia.com/plans/)
08:06:15	5097/5097	---M-Z	200	added ('OK')	text/css	etag:%2213e9-686c22f9-9196709c0573f09c;gz%22	https://namor-ia.com/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.4	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/themes/hello-elementor/assets/css/themeedb1.css	(from https://namor-ia.com/plans/)
08:06:15	7182/7182	---M-Z	200	added ('OK')	text/css	etag:%221c0e-686c22f9-baff46dee8c3a3a8;gz%22	https://namor-ia.com/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.4	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/themes/hello-elementor/assets/css/header-footeredb1.css	(from https://namor-ia.com/plans/)
08:06:15	53422/53422	---M-Z	200	added ('OK')	text/css	etag:%22d0ae-6888646b-e4736cb716af296e;gz%22	https://namor-ia.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.30.3	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/plugins/elementor/assets/css/frontend.min55cb.css	(from https://namor-ia.com/plans/)
08:06:15	1429/1429	---M-Z	200	added ('OK')	text/css	etag:%22595-6888646e-4ffc2b71f7f7278e;gz%22	https://namor-ia.com/wp-content/uploads/elementor/css/post-7.css?ver=1753769070	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/uploads/elementor/css/post-768fe.css	(from https://namor-ia.com/plans/)
08:06:16	21218/21218	---M-Z	200	added ('OK')	text/css	etag:%2252e2-6888646b-e4aaf27458d7726e;gz%22	https://namor-ia.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.43.0	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min2778.css	(from https://namor-ia.com/plans/)
08:06:16	494736/494736	---M-Z	200	added ('OK')	text/css	etag:%2278c90-686c232d-342c72fce7902e9b;gz%22	https://namor-ia.com/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.8.2	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/plugins/elementor-pro/assets/css/frontend.min3fd0.css	(from https://namor-ia.com/plans/)
08:06:16	254/254	---M--	200	added ('OK')	text/css	etag:%22fe-6888646b-da308331395f9382;;;%22	https://namor-ia.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.30.3	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/plugins/elementor/assets/css/widget-image.min55cb.css	(from https://namor-ia.com/plans/)
08:06:16	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-6888646b-4bbef356ead436db;gz%22	https://namor-ia.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.30.3	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/plugins/elementor/assets/css/widget-heading.min55cb.css	(from https://namor-ia.com/plans/)
08:06:17	77/77	---M--	200	added ('OK')	text/css	etag:%224d-6888646b-eceaeb4648a83eb5;;;%22	https://namor-ia.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.30.3	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min55cb.css	(from https://namor-ia.com/plans/)
08:06:17	5164/5164	---M-Z	200	added ('OK')	text/css	etag:%22142c-6888646b-bb96b0d380704ed3;gz%22	https://namor-ia.com/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min.css?ver=3.30.3	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min55cb.css	(from https://namor-ia.com/plans/)
08:06:17	21602/21602	---M-Z	200	added ('OK')	text/css	etag:%225462-68da8eac-ed2735db62627a92;gz%22	https://namor-ia.com/wp-content/uploads/elementor/css/post-232.css?ver=1759153836	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/uploads/elementor/css/post-23264a6.css	(from https://namor-ia.com/plans/)
08:06:17	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Oct%202025%2011:06:17%20GMT	http://namor-ia.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1751917452	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/uploads/elementor/google-fonts/css/roboto.c7f5f.delayed	(from https://namor-ia.com/plans/)
08:06:17	106596/106596	---M-Z	200	added ('OK')	text/css	etag:%221a064-686c238c-e7ebb41ef8735a9f;gz%22	https://namor-ia.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1751917452	C:/Meus%20Sites/IA-4/namor-ia.com/wp-content/uploads/elementor/google-fonts/css/roboto7f5f.css	(from https://namor-ia.com/plans/)
